case,true_label,word,weight
15,Violation,favour,0.016998812620502037
15,Violation,refused,0.0166309989226275
15,Violation,contacted,-0.015532230166367492
15,Violation,application,0.015463917266661463
15,Violation,guilty,-0.014422043239598255
15,Violation,ought,0.013993383887843895
15,Violation,february,0.010696463603000505
15,Violation,heroin,-0.010335980998646497
15,Violation,arises,-0.009966497127153391
15,Violation,two,-0.009402260846087262
15,Violation,may,0.009174389145951894
15,Violation,must,-0.008580269965092698
15,Violation,satisfied,-0.007339441435355749
15,Violation,inherently,0.006878753595000507
15,Violation,reason,0.0063558708751947565
15,Violation,attended,-0.0036577338904057242
15,Violation,indicated,-0.0014887483098784927
15,Violation,contact,0.0004927751572407871
69,Violation,applicant,0.036354978562387244
69,Violation,pay,0.025672375461584334
69,Violation,circumstance,0.0254337926224073
69,Violation,tambov,0.02444615130217311
69,Violation,applied,0.02376612759241262
69,Violation,refused,0.023518541364661538
69,Violation,appeal,0.021644220899709594
69,Violation,chicherina,0.02034718116244643
69,Violation,defence,0.020120996307262922
69,Violation,flat,-0.019251937008533306
69,Violation,state,0.01724455284562707
69,Violation,enforcement,-0.01625538720780684
69,Violation,discharge,0.015472925656632287
69,Violation,document,-0.014249718281054619
69,Violation,bailiff,-0.012561623884706481
69,Violation,housing,0.01211789586706199
69,Violation,housing,0.011042140908319965
69,Violation,year,-0.010379337948447582
69,Violation,law,0.010019039037708191
69,Violation,waved,-0.008872673088164812
69,Violation,suspension,0.008814081830611043
69,Violation,contract,-0.008714781956041516
69,Violation,stating,-0.007065317645142481
69,Violation,basis,-0.005937510981416876
69,Violation,notice,-0.005918419942411455
69,Violation,february,-0.0048802895328788915
49,Violation,applicant,0.08143114396286327
49,Violation,circumstance,0.05151389601152814
49,Violation,casesa,0.036706034903192804
49,Violation,solicitor,0.03604318243178238
49,Violation,defence,0.034061051897155234
49,Violation,born,0.027875454093058537
49,Violation,request,0.019150568558034143
49,Violation,considering,0.01610990254886873
49,Violation,finding,0.015761966286480786
49,Violation,sentenced,0.015360653494820305
49,Violation,life,-0.015032851411597369
49,Violation,hearing,0.014782836751065507
49,Violation,department,0.01471287327507926
49,Violation,orally,0.014473424052808959
49,Violation,aid,-0.01365498957499149
49,Violation,harm,0.01213766903813224
49,Violation,required,-0.009461551187673767
49,Violation,obtain,0.008420749488167453
49,Violation,stating,-0.00830277762543984
49,Violation,prior,-0.007879539440868655
49,Violation,point,-0.00770832803186036
49,Violation,reasonable,-0.007174613856866571
49,Violation,solicitor,-0.004825307585566239
90,Violation,applicant,0.034846418348572064
90,Violation,granted,0.017651410776716264
90,Violation,trading,0.014761288841403644
90,Violation,construction,0.013832012503152214
90,Violation,expedient,0.01374727471327811
90,Violation,occurred,0.013590185859264994
90,Violation,intervening,0.013060482932801536
90,Violation,estimated,0.012184172112656742
90,Violation,proceed,0.010327092241512285
90,Violation,discontinue,0.009745948538498889
90,Violation,half,0.009069433214509676
90,Violation,day,0.00882784058159636
90,Violation,asking,0.008717135197015401
90,Violation,impossible,-0.007830026857908406
90,Violation,cdda,0.007148919963956697
90,Violation,due,0.006503325195076365
90,Violation,restore,0.006285148074782034
90,Violation,reconsider,0.004752247542359186
90,Violation,force,0.004668865884979797
90,Violation,may,0.00411014162410631
90,Violation,complete,0.004027818119370939
90,Violation,wished,0.0039438032485906785
90,Violation,fix,0.003621281682922485
90,Violation,act,-0.0032510370046847244
90,Violation,proffered,0.00317137517507654
90,Violation,action,-0.0017980346449467507
90,Violation,judicial,-0.0017454122295278748
90,Violation,delay,0.0013941480247872738
90,Violation,future,0.001302784297146856
90,Violation,timing,-0.0010524497271330953
90,Violation,ground,-0.0007897074571660017
90,Violation,parte,-0.0002995618740336777
90,Violation,order,0.00028571951499391213
52,Violation,applicant,0.04672585866782752
52,Violation,martial,0.027040859788294326
52,Violation,commenced,0.018102436515966838
52,Violation,favouring,0.016766185088103742
52,Violation,application,0.016030849080631685
52,Violation,sentence,0.01490251057570469
52,Violation,stand,0.014518503943298618
52,Violation,member,0.012724052938857205
52,Violation,follows,0.012341494877554296
52,Violation,allow,0.011006993438221617
52,Violation,body,-0.010851723449549502
52,Violation,craighead,-0.010660683538407444
52,Violation,convened,0.008557904000581243
52,Violation,difficulty,0.007798115441407234
52,Violation,returned,0.007337081183857661
52,Violation,explained,-0.007136354991939174
52,Violation,family,0.005674496042639675
52,Violation,unanimously,0.005496683919905128
52,Violation,inter,0.00542290448818729
52,Violation,wood,0.005412555360702959
52,Violation,month,0.005339513869787614
52,Violation,prejudice,0.0053164885949844145
52,Violation,ordinary,0.005034341361007844
52,Violation,unsafe,0.004849582496179985
52,Violation,civilian,0.004063580730720512
52,Violation,german,-0.0038376499703507956
52,Violation,murder,-0.0035338992041302948
52,Violation,claim,-0.0031563697912448457
52,Violation,attempt,0.002559618505034278
52,Violation,granted,-0.001598340728653591
52,Violation,chain,-0.0015423987973681233
52,Violation,evidence,0.0013336326870425313
52,Violation,justice,-0.001206443069843609
91,Violation,circumstance,0.03669749248038864
91,Violation,applicant,0.024551581917273902
91,Violation,police,0.020231972882197406
91,Violation,operation,0.018633463082273892
91,Violation,led,0.016147939670619157
91,Violation,targeted,-0.016124384231560106
91,Violation,act,0.015564529818102996
91,Violation,bribe,-0.01453923456912156
91,Violation,drug,-0.01347259296264696
91,Violation,dealing,0.011596526894186698
91,Violation,taking,0.011245571576410426
91,Violation,operative,0.010674599568386402
91,Violation,commit,-0.00876159104527686
91,Violation,august,0.008545744915653986
91,Violation,search,-0.008319287676196368
91,Violation,offence,-0.007706217818996705
91,Violation,section,0.006794139794240451
91,Violation,disagreed,0.005924316878858505
91,Violation,operational,0.005572021405848829
91,Violation,application,0.005524354405120809
91,Violation,argued,-0.005495925739599187
91,Violation,conviction,0.005340442315741853
91,Violation,form,0.004718936452673179
91,Violation,activity,0.004167479097784496
64,Violation,appeal,0.019743441052811648
64,Violation,adjournment,0.019508259169672033
64,Violation,care,0.018042026750111653
64,Violation,attention,0.016711139953283164
64,Violation,factsi,0.015675038999154515
64,Violation,injure,0.01494715703287268
64,Violation,extreme,0.014891666722454
64,Violation,various,0.014004767360328376
64,Violation,particular,0.012959622237298222
64,Violation,immaturity,0.01265640974900438
64,Violation,sense,0.012478884285201138
64,Violation,video,0.01149469214376243
64,Violation,apply,0.010868701590486031
64,Violation,crucially,0.010331286072901328
64,Violation,reaction,0.010078263879626773
64,Violation,governmental,0.009729776278840089
64,Violation,grand,-0.00943299453171263
64,Violation,people,0.008120718628306114
64,Violation,suffer,0.0069157923888826765
64,Violation,address,0.00686127411612029
64,Violation,doubtful,0.006804433205863433
64,Violation,institute,-0.006395553315972096
64,Violation,exposed,0.0060251910252885985
64,Violation,drunkenness,0.006010645207077377
64,Violation,two,0.005850115881346349
64,Violation,four,-0.00477994994415317
64,Violation,respect,0.004493444545901108
64,Violation,detached,-0.003705935729255663
64,Violation,suggested,-0.003619890961152141
64,Violation,seriousness,0.002738110736885113
64,Violation,majesty,-0.0022201976992019985
64,Violation,obligation,0.0020413930222567683
64,Violation,coupon,0.0017577363075728135
64,Violation,reflect,-0.0015509815518797243
64,Violation,another,0.0008024274116175948
64,Violation,forensic,0.0005512413929804875
64,Violation,convention,0.0004665335994672056
98,Violation,adana,0.03911418879966718
98,Violation,born,0.03208612045346866
98,Violation,applicant,0.031712030670208745
98,Violation,still,0.02884240162706479
98,Violation,belonging,0.0215343302788329
98,Violation,october,0.019901395098963392
98,Violation,general,-0.019430936593327883
98,Violation,circumstance,0.018461706081887613
98,Violation,appealed,0.017736615224296728
98,Violation,july,0.016653567253609218
98,Violation,security,0.016038931043795817
98,Violation,another,-0.01587609124460974
98,Violation,life,0.015723847773934457
98,Violation,jurisdiction,0.013908774609256125
98,Violation,claimed,0.013835492181947491
98,Violation,joined,-0.013521766706017116
98,Violation,rendered,-0.013342708733099735
98,Violation,general,0.013222541957285205
98,Violation,august,0.013214671395701216
98,Violation,brought,0.013037682119644234
98,Violation,may,0.012868813154913686
98,Violation,since,-0.010296006160442775
98,Violation,administrative,-0.0059257429017391654
84,Violation,applicant,0.05746243417530529
84,Violation,circumstance,0.032592255197574846
84,Violation,since,0.02455601482303565
84,Violation,view,0.02088158581822497
84,Violation,edition,-0.020125873086580624
84,Violation,guardroom,-0.0198506290147317
84,Violation,martial,0.019600742786584618
84,Violation,could,0.01906702723490469
84,Violation,meeting,-0.018667591867415043
84,Violation,occurred,0.018517486667402046
84,Violation,version,0.018452133005225205
84,Violation,informed,0.017488646420306512
84,Violation,taken,-0.017135590051955515
84,Violation,february,0.016888003197024982
84,Violation,pleading,0.016627827119051374
84,Violation,copy,0.016467064842034158
84,Violation,burglary,-0.016457303802993744
84,Violation,contrary,0.016367284242534735
84,Violation,also,0.015130869112214115
84,Violation,formally,-0.01470811423857547
84,Violation,form,0.01392895764235047
84,Violation,officer,0.01363328677013426
84,Violation,solicitor,0.013539436865472243
84,Violation,application,-0.012440715674235646
84,Violation,incident,-0.011795293624798217
84,Violation,corporal,-0.011614507526017528
84,Violation,discharged,0.011047983281710331
84,Violation,option,0.010959339650851191
84,Violation,leave,-0.01043239457541424
84,Violation,authority,0.010143087936194253
84,Violation,opportunity,-0.009682355997938603
84,Violation,pleaded,-0.009546619723289296
84,Violation,ireland,0.006543166283748893
84,Violation,finding,0.00502155000982107
84,Violation,would,0.003618843585200747
84,Violation,afore,0.002261521699855592
84,Violation,notice,-0.0007584717765407126
78,Violation,circumstance,0.019592329381696333
78,Violation,justice,0.015782385069136658
78,Violation,act,0.015339630877620145
78,Violation,change,0.012653556112385432
78,Violation,lewis,-0.011760300343405507
78,Violation,turn,0.010256197906083696
78,Violation,taken,0.010128895547508393
78,Violation,act,0.00966391576374279
78,Violation,keith,0.008396792737005795
78,Violation,gunpoint,0.008109463002940678
78,Violation,deputy,0.007628912928956119
78,Violation,detained,0.007001943394975369
78,Violation,basis,0.006882202023187035
78,Violation,course,0.006768323481230759
78,Violation,attention,-0.006115123768360212
78,Violation,arresting,0.005855231177904479
78,Violation,sentimental,0.0057780332759942805
78,Violation,also,0.005450716497757961
78,Violation,three,0.005358812836447766
78,Violation,kept,0.00531733049902596
78,Violation,prank,0.004767605254656708
78,Violation,live,0.004327976453484221
78,Violation,violence,0.00419086944676931
78,Violation,money,0.003373343544348429
78,Violation,towards,0.0033442136924154396
78,Violation,lying,0.002931795056690896
78,Violation,substance,0.0028040104330133656
78,Violation,non,-0.0025414875156671538
78,Violation,contacted,0.0024325304928557796
78,Violation,several,0.0022348035840250983
78,Violation,vehicle,0.0021569356907855455
78,Violation,step,0.0017024775651355154
78,Violation,scene,-0.00128598877806047
78,Violation,without,0.0008903008516808245
78,Violation,week,0.0007423365623062146
78,Violation,mother,0.0006166792437357199
78,Violation,giving,-0.00045292825578037096
78,Violation,result,0.0003140725038531464
78,Violation,directed,0.00011078555963287951
78,Violation,clay,6.345782218746988e-05
58,Violation,security,0.05516500653074465
58,Violation,applicant,0.04833006601741192
58,Violation,circumstance,0.04072780743970517
58,Violation,including,-0.02339239177450502
58,Violation,released,0.02325159737224375
58,Violation,born,0.01996432191206682
58,Violation,granted,0.019619119508897928
58,Violation,july,0.019360972418783096
58,Violation,day,0.016233913811313557
58,Violation,first,0.016171626145795513
58,Violation,indictment,0.016135858374041384
58,Violation,judge,0.015331255859811642
58,Violation,previous,0.015164634386635583
58,Violation,third,0.014369505223894298
58,Violation,read,0.013958584636026856
58,Violation,namely,0.013831355925177957
58,Violation,loaned,0.013711597900030199
58,Violation,siva,0.013432342434702009
58,Violation,hearing,0.013398119414317677
58,Violation,maintained,0.01179150836773975
58,Violation,procedural,-0.010897887932806698
58,Violation,serving,0.010664832140255749
58,Violation,year,0.010295847455094495
58,Violation,requested,0.009145055085665363
58,Violation,veracity,-0.007575416234454473
58,Violation,latter,0.006346498379818798
58,Violation,several,-0.00619314721499061
58,Violation,criminal,-0.0056331403815051756
58,Violation,attending,0.00554050987806651
58,Violation,illegal,-0.005441155881086239
58,Violation,relying,-0.0022790600149734117
58,Violation,merit,0.000808934656197541
12,Violation,martial,0.028334489133731235
12,Violation,charged,0.026848215401406996
12,Violation,circumstance,0.026374212945623865
12,Violation,applicant,0.02229170112446059
12,Violation,aid,-0.0203575862140314
12,Violation,germany,-0.019879837763390137
12,Violation,disturbance,0.017653392036793853
12,Violation,single,0.01620761560084069
12,Violation,together,0.015740556183902115
12,Violation,british,0.01527303445342227
12,Violation,lance,0.014334013215076503
12,Violation,legal,-0.013470936036226526
12,Violation,appeal,0.011848230654301087
12,Violation,officer,0.01152337654415628
12,Violation,january,0.011289129045939258
12,Violation,pursuant,0.01091010987306437
12,Violation,february,0.01040210714099269
12,Violation,offence,0.010111600154812965
12,Violation,granted,0.010068118084039027
12,Violation,army,0.009846263613707305
12,Violation,november,-0.008377228552244226
12,Violation,trial,-0.008171227354469424
12,Violation,conviction,0.007408719232888512
12,Violation,bar,-0.007261267309153969
12,Violation,place,-0.006054274572823718
12,Violation,reduction,-0.005425141975840723
12,Violation,stationed,-0.004922977443028228
12,Violation,commanding,-0.00465193857314656
12,Violation,remanded,-0.0035949342018638604
87,Violation,raised,0.01904334411189285
87,Violation,commission,0.017801002058170118
87,Violation,place,0.017454422135199293
87,Violation,pound,0.017161891701734804
87,Violation,manchester,0.01572843520882094
87,Violation,reward,0.0149834514788328
87,Violation,jasper,0.013629469197829489
87,Violation,convicting,-0.013612403227068583
87,Violation,occasion,0.01319580918737459
87,Violation,deliberately,0.012453431529197099
87,Violation,proceeding,0.012292715366080093
87,Violation,chief,0.012251561165119294
87,Violation,handed,-0.012086505840617025
87,Violation,substantive,0.011036909732631403
87,Violation,davis,-0.00959296779883192
87,Violation,michael,-0.00924788562203008
87,Violation,witness,0.009192335965742046
87,Violation,metre,0.008622885519373102
87,Violation,prosecuted,-0.0071871726506965595
87,Violation,caller,0.006783796256970969
87,Violation,account,0.00547844140466676
87,Violation,cooper,0.004824646832520609
87,Violation,commented,0.003624333423320744
87,Violation,left,-0.0033801189197037013
87,Violation,eternity,-0.0026425049438938454
87,Violation,carrying,0.002566150396764674
87,Violation,warrant,0.0024536899629274763
87,Violation,could,-0.002444790175384527
87,Violation,doubt,-0.00234740042950305
87,Violation,cavity,0.0020467142155197104
87,Violation,time,-0.0007174899730279951
87,Violation,central,0.0005334147533170889
7,Violation,applicant,0.06355786954930888
7,Violation,lord,0.02763215239464803
7,Violation,pound,0.02700000782630283
7,Violation,decision,0.025199065736751305
7,Violation,whether,0.024428598837423845
7,Violation,fine,0.0222512128752652
7,Violation,criminal,0.022205839010675067
7,Violation,shop,-0.020920639161396422
7,Violation,summing,0.02014281390095827
7,Violation,act,0.01997108058062723
7,Violation,insolvency,0.017331175260810384
7,Violation,march,0.01491175791789436
7,Violation,compulsion,0.014791127151967056
7,Violation,great,0.013599957230200205
7,Violation,ruled,0.01296606609523998
7,Violation,allowed,-0.010374177277954883
7,Violation,judgment,-0.008966627255254333
7,Violation,following,-0.008392418091828212
7,Violation,reprimand,0.008089747747362612
7,Violation,dealing,-0.00780484118625077
7,Violation,important,0.0051870348834661805
7,Violation,connected,-0.004081993719453804
7,Violation,arising,-0.0031817730610334705
7,Violation,transcript,0.002955561838469316
7,Violation,mortgage,-0.002225015319148293
7,Violation,placed,-0.0005556925503235461
7,Violation,examination,0.00048463784659811215
7,Violation,certified,0.00040608906519652596
7,Violation,property,5.009072573905264e-06
66,Violation,upon,0.021653118640009864
66,Violation,february,0.01961174078103295
66,Violation,away,0.019471500781639728
66,Violation,following,0.019347393806225875
66,Violation,aid,0.018765586250846688
66,Violation,high,0.018566887492132145
66,Violation,prosecute,0.016469527221690306
66,Violation,office,0.015747388214168247
66,Violation,september,0.01134036220402307
66,Violation,inspector,0.010635807662794254
66,Violation,notified,0.010624924873711708
66,Violation,died,0.01012510628025371
66,Violation,two,-0.009475659070654927
66,Violation,inspector,0.009224815264287591
66,Violation,neglecting,0.0084822660141884
66,Violation,civil,0.008266528293465652
66,Violation,lira,-0.007100644522897085
66,Violation,class,0.006225572462516861
66,Violation,file,0.005424738660442561
66,Violation,find,0.0043598695811269406
66,Violation,winter,-0.004352705992610025
66,Violation,office,0.003337960420108933
66,Violation,distributed,0.002742568771726333
66,Violation,relevant,-0.0027155263720329633
66,Violation,previous,-0.00024161133337137602
50,Violation,follows,-0.04186506276185256
50,Violation,circumstance,0.03862117380044103
50,Violation,born,0.030427773553733918
50,Violation,life,0.021298821348722977
50,Violation,verify,-0.019248857718694515
50,Violation,return,0.018714959861886416
50,Violation,statement,0.018198990226800566
50,Violation,applicant,0.018172799831351585
50,Violation,opened,0.01790162059838917
50,Violation,continue,0.015202830436928546
50,Violation,district,-0.015097663345402612
50,Violation,hereby,-0.014999809404069699
50,Violation,show,-0.013920294905719196
50,Violation,whose,0.013835990071637643
50,Violation,guilty,0.0134119643760481
50,Violation,arkhangelsk,0.01332124505685368
50,Violation,legal,-0.01306197901410932
50,Violation,provided,0.011399987553409305
50,Violation,advice,-0.01090846903832973
50,Violation,asked,-0.010844750671854045
50,Violation,judge,0.00974663832829051
50,Violation,noted,0.008803890062406594
50,Violation,remitted,-0.008514251689735162
50,Violation,code,0.007067709360333613
50,Violation,interest,-0.006651697806089472
50,Violation,voluntary,0.005697107296152858
85,Violation,region,0.033064988707066825
85,Violation,submission,0.032800177594804844
85,Violation,applicant,0.031514339391344945
85,Violation,russian,0.025376041884668982
85,Violation,cancelled,0.01740044108623924
85,Violation,various,0.015186520849477336
85,Violation,medium,0.01240508429394095
85,Violation,national,0.01185205732371394
85,Violation,judgment,0.011453575744619901
85,Violation,protest,0.011370760954805343
85,Violation,breached,0.010795634653398287
85,Violation,facebook,0.009973859963871078
